YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1971,NORTH DAKOTA,MCLEAN,SPRING WHEAT,0.089,13.17083933,2.811301472,37.0272,-23.85636067
1971,NORTH DAKOTA,MERCER,SPRING WHEAT,0.038,10.81931672,3.182160287,34.4288,-23.60948328
1971,NORTH DAKOTA,MORTON,SPRING WHEAT,0.0514,13.84533071,2.627427308,36.3776,-22.53226929
1971,NORTH DAKOTA,MOUNTRAIL,SPRING WHEAT,0.0434,10.05338176,3.553829035,35.728,-25.67461824
1971,NORTH DAKOTA,NELSON,SPRING WHEAT,0.0288,16.01658967,3.001288101,48.0704,-32.05381033
1971,NORTH DAKOTA,OLIVER,SPRING WHEAT,0.0186,13.23003721,2.602320723,34.4288,-21.19876279
1971,NORTH DAKOTA,PEMBINA,SPRING WHEAT,0.1078,28.76766553,1.648406262,47.4208,-18.65313447
1971,NORTH DAKOTA,PIERCE,SPRING WHEAT,0.033,13.04787049,2.738224604,35.728,-22.68012951
1971,NORTH DAKOTA,RAMSEY,SPRING WHEAT,0.0332,13.62852639,3.431860398,46.7712,-33.14267361
1971,NORTH DAKOTA,RANSOM,SPRING WHEAT,0.0268,24.16051294,1.801418708,43.5232,-19.36268706
1971,NORTH DAKOTA,RENVILLE,SPRING WHEAT,0.046,11.97643149,3.417111352,40.9248,-28.94836851
1971,NORTH DAKOTA,RICHLAND,SPRING WHEAT,0.0548,26.72239439,1.653025524,44.1728,-17.45040561
1971,NORTH DAKOTA,ROLETTE,SPRING WHEAT,0.017,12.43373659,3.39592203,42.224,-29.79026341
1971,NORTH DAKOTA,SARGENT,SPRING WHEAT,0.0218,22.4394358,1.968534343,44.1728,-21.7333642
1971,NORTH DAKOTA,SHERIDAN,SPRING WHEAT,0.0474,14.54096388,2.54640616,37.0272,-22.48623612
1971,NORTH DAKOTA,SIOUX,SPRING WHEAT,0.013,13.76435291,2.218135513,30.5312,-16.76684709
1971,NORTH DAKOTA,SLOPE,SPRING WHEAT,0.0296,11.15372202,3.377957594,37.6768,-26.52307798
1971,NORTH DAKOTA,STARK,SPRING WHEAT,0.0624,13.39178022,2.716412561,36.3776,-22.98581978
1971,NORTH DAKOTA,STEELE,SPRING WHEAT,0.048,20.07373706,2.16816629,43.5232,-23.44946294
1971,NORTH DAKOTA,STUTSMAN,SPRING WHEAT,0.094,17.15320557,2.650933076,45.472,-28.31879443
1971,NORTH DAKOTA,TOWNER,SPRING WHEAT,0.0234,12.72262837,3.8293974,48.72,-35.99737163
1971,NORTH DAKOTA,TRAILL,SPRING WHEAT,0.0644,25.74354104,1.917747054,49.3696,-23.62605896
1971,NORTH DAKOTA,WALSH,SPRING WHEAT,0.0884,24.45498236,1.965668971,48.0704,-23.61541764
1971,NORTH DAKOTA,WARD,SPRING WHEAT,0.0756,14.1608361,2.752379854,38.976,-24.8151639
