YEAR,State,County,crop_type,Area (Mha),Ninput (kg N/ha/yr),NUE (kg N/kg N),Recovered N (kg N/ha/yr),Nsurplus (kg N/ha/yr)
1970,NEBRASKA,PLATTE,BARLEY,9.60E-05,56.01630145,0.593827139,33.264,22.75230145
1970,NEBRASKA,POLK,BARLEY,6.40E-05,40.16712353,0.828139958,33.264,6.90312353
1970,NEBRASKA,RED WILLOW,BARLEY,3.60E-05,46.24984801,0.839094649,38.808,7.44184801
1970,NEBRASKA,RICHARDSON,BARLEY,0.000212,25.06999671,1.857583012,46.5696,-21.49960329
1970,NEBRASKA,ROCK,BARLEY,2.40E-05,99.32977414,0.357210115,35.4816,63.84817414
1970,NEBRASKA,SALINE,BARLEY,3.20E-05,28.04562731,1.304673973,36.5904,-8.54477269
1970,NEBRASKA,SARPY,BARLEY,8.00E-06,33.63513753,1.318621039,44.352,-10.71686247
1970,NEBRASKA,SAUNDERS,BARLEY,8.40E-05,32.42012176,1.299637315,42.1344,-9.71427824
1970,NEBRASKA,SCOTTS BLUFF,BARLEY,0.00094,101.7929676,0.490171386,49.896,51.89696761
1970,NEBRASKA,SEWARD,BARLEY,0.000168,41.01114346,0.946279394,38.808,2.20314346
1970,NEBRASKA,SHERIDAN,BARLEY,0.0025,56.94429034,0.564678211,32.1552,24.78909034
1970,NEBRASKA,SHERMAN,BARLEY,4.40E-05,38.74246666,0.858592724,33.264,5.47846666
1970,NEBRASKA,SIOUX,BARLEY,2.00E-04,77.90358249,0.455455306,35.4816,42.42198249
1970,NEBRASKA,STANTON,BARLEY,4.40E-05,44.85530674,0.741584495,33.264,11.59130674
1970,NEBRASKA,THAYER,BARLEY,0.000284,45.01787856,0.738906431,33.264,11.75387856
1970,NEBRASKA,THURSTON,BARLEY,2.00E-05,35.68004711,1.087666725,38.808,-3.12795289
1970,NEBRASKA,VALLEY,BARLEY,9.20E-05,52.00552134,0.533020327,27.72,24.28552134
1970,NEBRASKA,WASHINGTON,BARLEY,8.40E-05,35.60871744,1.089845487,38.808,-3.19928256
1970,NEBRASKA,WAYNE,BARLEY,3.60E-05,36.96081433,0.749983476,27.72,9.24081433
1970,NEBRASKA,WEBSTER,BARLEY,2.40E-05,40.54601859,0.957134667,38.808,1.73801859
1970,NEBRASKA,WHEELER,BARLEY,4.00E-06,102.5771098,0.356711162,36.5904,65.98670977
1970,NEBRASKA,YORK,BARLEY,4.40E-05,36.25358004,0.917536971,33.264,2.98958004
1970,NORTH DAKOTA,ADAMS,BARLEY,0.0046,19.85221304,1.619728739,32.1552,-12.30298696
1970,NORTH DAKOTA,BARNES,BARLEY,0.044,32.16771087,1.137488463,36.5904,-4.42268913
1970,NORTH DAKOTA,BENSON,BARLEY,0.0214,23.80795774,1.630043216,38.808,-15.00004226
1970,NORTH DAKOTA,BILLINGS,BARLEY,8.00E-04,17.59326909,2.079795393,36.5904,-18.99713091
1970,NORTH DAKOTA,BOTTINEAU,BARLEY,0.0196,25.17927458,1.585303813,39.9168,-14.73752542
1970,NORTH DAKOTA,BOWMAN,BARLEY,0.007,18.20466857,1.827223598,33.264,-15.05933143
1970,NORTH DAKOTA,BURKE,BARLEY,0.0072,16.90512634,2.426814161,41.0256,-24.12047366
1970,NORTH DAKOTA,BURLEIGH,BARLEY,0.008,21.90078893,1.265707829,27.72,-5.81921107
1970,NORTH DAKOTA,CASS,BARLEY,0.0552,49.22493163,0.675755129,33.264,15.96093163
1970,NORTH DAKOTA,CAVALIER,BARLEY,0.0548,34.13019144,1.072083058,36.5904,-2.46020856
1970,NORTH DAKOTA,DICKEY,BARLEY,0.0146,40.21748392,0.937383355,37.6992,2.51828392
1970,NORTH DAKOTA,DIVIDE,BARLEY,0.0084,13.3188405,3.579771077,47.6784,-34.3595595
1970,NORTH DAKOTA,DUNN,BARLEY,0.0068,18.39599123,1.868494041,34.3728,-15.97680877
1970,NORTH DAKOTA,EDDY,BARLEY,0.006,31.41197717,1.235452318,38.808,-7.39602283
1970,NORTH DAKOTA,EMMONS,BARLEY,0.0038,32.65158907,0.747087682,24.3936,8.25798907
1970,NORTH DAKOTA,FOSTER,BARLEY,0.0096,37.44326641,1.09567364,41.0256,-3.58233359
1970,NORTH DAKOTA,GOLDEN VALLEY,BARLEY,0.0052,13.47195852,2.962954491,39.9168,-26.44484148
1970,NORTH DAKOTA,GRAND FORKS,BARLEY,0.044,50.04683246,0.864054684,43.2432,6.80363246
1970,NORTH DAKOTA,GRANT,BARLEY,0.007,22.42195254,1.285739944,28.8288,-6.40684746
1970,NORTH DAKOTA,GRIGGS,BARLEY,0.0116,36.4873323,1.154767897,42.1344,-5.6470677
1970,NORTH DAKOTA,HETTINGER,BARLEY,0.01,28.42754966,1.170132509,33.264,-4.83645034
1970,NORTH DAKOTA,KIDDER,BARLEY,0.0078,22.33877356,1.042349077,23.2848,-0.94602644
1970,NORTH DAKOTA,LA MOURE,BARLEY,0.015,28.4341893,1.208854581,34.3728,-5.9386107
1970,NORTH DAKOTA,LOGAN,BARLEY,0.0022,31.66545205,0.735337679,23.2848,8.38065205
1970,NORTH DAKOTA,MCHENRY,BARLEY,0.0088,26.97637049,1.274181789,34.3728,-7.39642951
1970,NORTH DAKOTA,MCINTOSH,BARLEY,0.0038,24.78450356,1.1184408,27.72,-2.93549644
1970,NORTH DAKOTA,MCKENZIE,BARLEY,0.0112,19.35567548,2.004993318,38.808,-19.45232452
1970,NORTH DAKOTA,MCLEAN,BARLEY,0.0104,23.54555239,1.459842582,34.3728,-10.82724761
1970,NORTH DAKOTA,MERCER,BARLEY,0.0022,12.89000314,2.666624641,34.3728,-21.48279686
1970,NORTH DAKOTA,MORTON,BARLEY,0.0088,25.18144944,1.056777929,26.6112,-1.42975056
1970,NORTH DAKOTA,MOUNTRAIL,BARLEY,0.0062,17.0635486,2.794166742,47.6784,-30.6148514
1970,NORTH DAKOTA,NELSON,BARLEY,0.0232,30.87161614,1.364826506,42.1344,-11.26278386
1970,NORTH DAKOTA,OLIVER,BARLEY,0.0026,15.45993963,1.793021232,27.72,-12.26006037
1970,NORTH DAKOTA,PEMBINA,BARLEY,0.022,69.01026035,0.578418337,39.9168,29.09346035
1970,NORTH DAKOTA,PIERCE,BARLEY,0.0122,23.13172134,1.485959453,34.3728,-11.24107866
1970,NORTH DAKOTA,RAMSEY,BARLEY,0.0356,24.33158754,1.594963746,38.808,-14.47641246
1970,NORTH DAKOTA,RANSOM,BARLEY,0.0128,54.67317752,0.689537388,37.6992,16.97397752
1970,NORTH DAKOTA,RENVILLE,BARLEY,0.0112,24.78451507,1.521078782,37.6992,-12.91468493
1970,NORTH DAKOTA,RICHLAND,BARLEY,0.0228,64.41197799,0.671353393,43.2432,21.16877799
1970,NORTH DAKOTA,ROLETTE,BARLEY,0.0116,22.88835668,1.840866105,42.1344,-19.24604332
1970,NORTH DAKOTA,SARGENT,BARLEY,0.0096,49.42514818,0.807621251,39.9168,9.50834818
1970,NORTH DAKOTA,SHERIDAN,BARLEY,0.0056,26.60616796,1.416934602,37.6992,-11.09303204
1970,NORTH DAKOTA,SIOUX,BARLEY,0.0024,17.69995234,1.127596257,19.9584,-2.25844766
1970,NORTH DAKOTA,SLOPE,BARLEY,0.0054,18.73602831,1.657042757,31.0464,-12.31037169
1970,NORTH DAKOTA,STARK,BARLEY,0.0062,24.69877007,1.346787711,33.264,-8.56522993
1970,NORTH DAKOTA,STEELE,BARLEY,0.024,43.38952325,0.894409459,38.808,4.58152325
1970,NORTH DAKOTA,STUTSMAN,BARLEY,0.0236,35.38300968,1.065460523,37.6992,-2.31619032
1970,NORTH DAKOTA,TOWNER,BARLEY,0.0244,22.9160005,1.596718415,36.5904,-13.6743995
1970,NORTH DAKOTA,TRAILL,BARLEY,0.028,59.67079076,0.594622588,35.4816,24.18919076
1970,NORTH DAKOTA,WALSH,BARLEY,0.0404,51.13671014,0.84563907,43.2432,7.89351014
1970,NORTH DAKOTA,WARD,BARLEY,0.015,28.09259081,1.460370824,41.0256,-12.93300919
1970,NORTH DAKOTA,WELLS,BARLEY,0.0238,29.40270837,1.244456787,36.5904,-7.18769163
1970,NORTH DAKOTA,WILLIAMS,BARLEY,0.01,13.26703422,2.841569515,37.6992,-24.43216578
1970,OKLAHOMA,ALFALFA,BARLEY,0.00884,24.72514934,2.004572725,49.56336,-24.83821066
1970,OKLAHOMA,BEAVER,BARLEY,0.00264,12.59727535,2.385315806,30.04848,-17.45120465
1970,OKLAHOMA,BECKHAM,BARLEY,0.00092,31.15119832,0.91120989,28.38528,2.76591832
